"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"92XP6RFY","journalArticle","2017","Knowles, Ben; Bailey, Barbara; Boling, Lance; Breitbart, Mya; Cobián-Güemes, Ana; del Campo, Javier; Edwards, Rob; Felts, Ben; Grasis, Juris; Haas, Andreas F.; Katira, Parag; Kelly, Linda Wegley; Luque, Antoni; Nulton, Jim; Paul, Lauren; Peters, Gregory; Robinett, Nate; Sandin, Stuart; Segall, Anca; Silveira, Cynthia; Youle, Merry; Rohwer, Forest","Variability and host density independence in inductions-based estimates of environmental lysogeny","Nature Microbiology","","2058-5276","10.1038/nmicrobiol.2017.64","https://www.nature.com/articles/nmicrobiol201764","Temperate bacterial viruses (phages) may enter a symbiosis with their host cell, forming a unit called a lysogen. Infection and viral replication are disassociated in lysogens until an induction event such as DNA damage occurs, triggering viral-mediated lysis. The lysogen–lytic viral reproduction switch is central to viral ecology, with diverse ecosystem impacts. It has been argued that lysogeny is favoured in phages at low host densities. This paradigm is based on the fraction of chemically inducible cells (FCIC) lysogeny proxy determined using DNA-damaging mitomycin C inductions. Contrary to the established paradigm, a survey of 39 inductions publications found FCIC to be highly variable and pervasively insensitive to bacterial host density at global, within-environment and within-study levels. Attempts to determine the source(s) of variability highlighted the inherent complications in using the FCIC proxy in mixed communities, including dissociation between rates of lysogeny and FCIC values. Ultimately, FCIC studies do not provide robust measures of lysogeny or consistent evidence of either positive or negative host density dependence to the lytic–lysogenic switch. Other metrics are therefore needed to understand the drivers of the lytic–lysogenic decision in viral communities and to test models of the host density-dependent viral lytic–lysogenic switch.","2017-04-28","2024-02-26 08:50:57","2024-02-26 08:50:57","2024-02-26 08:50:57","1-9","","7","2","","Nat Microbiol","","","","","","","","en","2017 Macmillan Publishers Limited","","","","www.nature.com","","Number: 7 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/EJBFZGPT/Knowles et al. - 2017 - Variability and host density independence in induc.pdf","","","Bacteriophages; Ecosystem ecology; Environmental microbiology; Microbial ecology; Phage biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCCBSCU9","journalArticle","2017","Silveira, Cynthia B.; Gregoracci, Gustavo B.; Coutinho, Felipe H.; Silva, Genivaldo G. Z.; Haggerty, John M.; de Oliveira, Louisi S.; Cabral, Anderson S.; Rezende, Carlos E.; Thompson, Cristiane C.; Francini-Filho, Ronaldo B.; Edwards, Robert A.; Dinsdale, Elizabeth A.; Thompson, Fabiano L.","Bacterial Community Associated with the Reef Coral Mussismilia braziliensis's Momentum Boundary Layer over a Diel Cycle","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2017.00784","https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2017.00784","Corals display circadian physiological cycles, changing from autotrophy during the day to heterotrophy during the night. Such physiological transition offers distinct environments to the microbial community associated with corals: an oxygen-rich environment during daylight hours and an oxygen-depleted environment during the night. Most studies of coral reef microbes have been performed on samples taken during the day, representing a bias in the understanding of the composition and function of these communities. We hypothesized that coral circadian physiology alters the composition and function of microbial communities in reef boundary layers. Here, we analyzed microbial communities associated with the momentum boundary layer (MBL) of the Brazilian endemic reef coral Mussismilia braziliensis during a diurnal cycle, and compared them to the water column. We determined microbial abundance and nutrient concentration in samples taken within a few centimeters of the coral's surface every 6 h for 48 h, and sequenced microbial metagenomes from a subset of the samples. We found that dominant taxa and functions in the coral MBL community were stable over the time scale of our sampling, with no significant shifts between night and day samples. Interestingly, the two water column metagenomes sampled 1 m above the corals were also very similar to the MBL metagenomes. When all samples were analyzed together, nutrient concentration significantly explained 40% of the taxonomic dissimilarity among dominant genera in the community. Functional profiles were highly homogenous and not significantly predicted by any environmental variables measured. Our data indicated that water flow may overrule the effects of coral physiology in the MBL bacterial community, at the scale of centimeters, and suggested that sampling resolution at the scale of millimeters may be necessary to address diurnal variation in community composition.","2017","2024-02-26 08:51:11","2024-02-26 09:01:39","2024-02-26 08:51:11","","","","8","","","","","","","","","","","","","","","Frontiers","","","","/home/abelardoacm/Zotero/storage/X9VGBFTP/Silveira et al. - 2017 - Bacterial Community Associated with the Reef Coral.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBIPKACQ","journalArticle","2017","Silveira, Cynthia B.; Cavalcanti, Giselle S.; Walter, Juline M.; Silva-Lima, Arthur W.; Dinsdale, Elizabeth A.; Bourne, David G.; Thompson, Cristiane C.; Thompson, Fabiano L.","Microbial processes driving coral reef organic carbon flow","FEMS Microbiology Reviews","","0168-6445","10.1093/femsre/fux018","https://doi.org/10.1093/femsre/fux018","Coral reefs are one of the most productive ecosystems on the planet, with primary production rates compared to that of rain forests. Benthic organisms release 10–50% of their gross organic production as mucus that stimulates heterotrophic microbial metabolism in the water column. As a result, coral reef microbes grow up to 50 times faster than open ocean communities. Anthropogenic disturbances cause once coral-dominated reefs to become dominated by fleshy organisms, with several outcomes for trophic relationships. Here we review microbial processes implicated in organic carbon flux in coral reefs displaying species phase shifts. The first section presents microbial players and interactions within the coral holobiont that contribute to reef carbon flow. In the second section, we identify four ecosystem-level microbial features that directly respond to benthic species phase shifts: community composition, biomass, metabolism and viral predation. The third section discusses the significance of microbial consumption of benthic organic matter to reef trophic relationships. In the fourth section, we propose that the ‘microbial phase shifts’ discussed here are conducive to lower resilience, facilitating the transition to new degradation states in coral reefs.","2017-07-01","2024-02-26 08:51:26","2024-02-26 08:51:26","2024-02-26 08:51:26","575-595","","4","41","","FEMS Microbiology Reviews","","","","","","","","","","","","","Silverchair","","","","/home/abelardoacm/Zotero/storage/C2JMMMRG/Silveira et al. - 2017 - Microbial processes driving coral reef organic car.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PUTDSK3","journalArticle","2016","Silveira, Cynthia B.; Rohwer, Forest L.","Piggyback-the-Winner in host-associated microbial communities","npj Biofilms and Microbiomes","","2055-5008","10.1038/npjbiofilms.2016.10","https://www.nature.com/articles/npjbiofilms201610","Phages can exploit their bacterial hosts by lytic infection, when many viral particles are released at cell lysis, or by lysogeny, when phages integrate into the host’s genome. We recently proposed a new dynamic model of bacteria–phage interactions in which lysogeny predominates at high microbial abundance and growth rates. This model, named Piggyback-the-Winner (PtW), contrasts to current accepted models on the frequency of lysis and lysogeny and predicts that phages integrate into their hosts’ genomes as prophages when microbial abundances and growth rates are high. According to PtW, switching to the temperate life cycle reduces phage predation control on bacterial abundance and confers superinfection exclusion, preventing that a closely-related phage infects the same bacterial cell. Here we examine how PtW is important for metazoans. Specifically, we postulate that PtW and the recently described bacteriophage adherence to mucus (BAM) model are strongly interrelated and have an important role in the development of the microbiome. In BAM, phage produced by the microbiome attach to mucins and protect underlying epithelial cells from invading bacteria. Spatial structuring of the mucus creates a gradient of phage replication strategies consistent with PtW. We predict that lysogeny is favored at the top mucosal layer and lytic predation predominates in the bacteria-sparse intermediary layers. The lysogeny confers competitive advantage to commensals against niche invasion and the lytic infection eliminates potential pathogens from deeper mucus layers.","2016-07-06","2024-02-26 08:51:47","2024-02-26 08:51:47","2024-02-26 08:51:47","1-5","","1","2","","npj Biofilms Microbiomes","","","","","","","","en","2016 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/23ULMJL3/Silveira and Rohwer - 2016 - Piggyback-the-Winner in host-associated microbial .pdf","","","Microbiome; Pathogens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LE76GCN7","journalArticle","2016","Haas, Andreas F.; Fairoz, Mohamed F. M.; Kelly, Linda W.; Nelson, Craig E.; Dinsdale, Elizabeth A.; Edwards, Robert A.; Giles, Steve; Hatay, Mark; Hisakawa, Nao; Knowles, Ben; Lim, Yan Wei; Maughan, Heather; Pantos, Olga; Roach, Ty N. F.; Sanchez, Savannah E.; Silveira, Cynthia B.; Sandin, Stuart; Smith, Jennifer E.; Rohwer, Forest","Global microbialization of coral reefs","Nature Microbiology","","2058-5276","10.1038/nmicrobiol.2016.42","https://www.nature.com/articles/nmicrobiol201642","Microbialization refers to the observed shift in ecosystem trophic structure towards higher microbial biomass and energy use. On coral reefs, the proximal causes of microbialization are overfishing and eutrophication, both of which facilitate enhanced growth of fleshy algae, conferring a competitive advantage over calcifying corals and coralline algae. The proposed mechanism for this competitive advantage is the DDAM positive feedback loop (dissolved organic carbon (DOC), disease, algae, microorganism), where DOC released by ungrazed fleshy algae supports copiotrophic, potentially pathogenic bacterial communities, ultimately harming corals and maintaining algal competitive dominance. Using an unprecedented data set of >400 samples from 60 coral reef sites, we show that the central DDAM predictions are consistent across three ocean basins. Reef algal cover is positively correlated with lower concentrations of DOC and higher microbial abundances. On turf and fleshy macroalgal-rich reefs, higher relative abundances of copiotrophic microbial taxa were identified. These microbial communities shift their metabolic potential for carbohydrate degradation from the more energy efficient Embden–Meyerhof–Parnas pathway on coral-dominated reefs to the less efficient Entner–Doudoroff and pentose phosphate pathways on algal-dominated reefs. This ‘yield-to-power’ switch by microorganism directly threatens reefs via increased hypoxia and greater CO2 release from the microbial respiration of DOC.","2016-04-25","2024-02-26 08:52:08","2024-02-26 08:52:08","2024-02-26 08:52:08","1-7","","6","1","","Nat Microbiol","","","","","","","","en","2016 Macmillan Publishers Limited","","","","www.nature.com","","Number: 6 Publisher: Nature Publishing Group","","","","","Biogeochemistry; Microbial ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92HCGZRC","journalArticle","2016","McDole Somera, Tracey; Bailey, Barbara; Barott, Katie; Grasis, Juris; Hatay, Mark; Hilton, Brett J.; Hisakawa, Nao; Nosrat, Bahador; Nulton, James; Silveira, Cynthia B.; Sullivan, Chris; Brainard, Russell E.; Rohwer, Forest","Energetic differences between bacterioplankton trophic groups and coral reef resistance","Proceedings of the Royal Society B: Biological Sciences","","","10.1098/rspb.2016.0467","https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.0467","Coral reefs are among the most productive and diverse marine ecosystems on the Earth. They are also particularly sensitive to changing energetic requirements by different trophic levels. Microbialization specifically refers to the increase in the energetic metabolic demands of microbes relative to macrobes and is significantly correlated with increasing human influence on coral reefs. In this study, metabolic theory of ecology is used to quantify the relative contributions of two broad bacterioplankton groups, autotrophs and heterotrophs, to energy flux on 27 Pacific coral reef ecosystems experiencing human impact to varying degrees. The effective activation energy required for photosynthesis is lower than the average energy of activation for the biochemical reactions of the Krebs cycle, and changes in the proportional abundance of these two groups can greatly affect rates of energy and materials cycling. We show that reef-water communities with a higher proportional abundance of microbial autotrophs expend more metabolic energy per gram of microbial biomass. Increased energy and materials flux through fast energy channels (i.e. water-column associated microbial autotrophs) may dampen the detrimental effects of increased heterotrophic loads (e.g. coral disease) on coral reef systems experiencing anthropogenic disturbance.","2016-04-27","2024-02-26 08:52:20","2024-02-26 08:52:20","2024-02-26 08:52:20","20160467","","1829","283","","","","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","Publisher: Royal Society","","/home/abelardoacm/Zotero/storage/9RI45JQY/McDole Somera et al. - 2016 - Energetic differences between bacterioplankton tro.pdf","","","coral reef; disease dissolved organic carbon algae and microbe; metabolic theory; microbialization; resistance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5M43VJV","journalArticle","2016","Knowles, B.; Silveira, C. B.; Bailey, B. A.; Barott, K.; Cantu, V. A.; Cobián-Güemes, A. G.; Coutinho, F. H.; Dinsdale, E. A.; Felts, B.; Furby, K. A.; George, E. E.; Green, K. T.; Gregoracci, G. B.; Haas, A. F.; Haggerty, J. M.; Hester, E. R.; Hisakawa, N.; Kelly, L. W.; Lim, Y. W.; Little, M.; Luque, A.; McDole-Somera, T.; McNair, K.; de Oliveira, L. S.; Quistad, S. D.; Robinett, N. L.; Sala, E.; Salamon, P.; Sanchez, S. E.; Sandin, S.; Silva, G. G. Z.; Smith, J.; Sullivan, C.; Thompson, C.; Vermeij, M. J. A.; Youle, M.; Young, C.; Zgliczynski, B.; Brainard, R.; Edwards, R. A.; Nulton, J.; Thompson, F.; Rohwer, F.","Lytic to temperate switching of viral communities","Nature","","1476-4687","10.1038/nature17193","https://www.nature.com/articles/nature17193","An analysis of 24 coral reef viromes challenges the view that lytic phage are believed to predominate when the density of their hosts increase and shows instead that lysogeny is more important at high host densities; the authors also show that this model is consistent with predator–prey dynamics in a range of other ecosystems, such as animal-associated, sediment and soil systems.","2016-03","2024-02-26 08:52:43","2024-02-26 08:52:43","2024-02-26 08:52:43","466-470","","7595","531","","","","","","","","","","en","2016 Springer Nature Limited","","","","www.nature.com","","Number: 7595 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/S4WLG6KT/Knowles et al. - 2016 - Lytic to temperate switching of viral communities.pdf","","","Coral reefs; Microbial biooceanography; Microbial ecology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4SWGFCB","journalArticle","2015","Silveira, Cynthia B.; Silva-Lima, Arthur W.; Francini-Filho, Ronaldo B.; Marques, Jomar S.M.; Almeida, Marcelo G.; Thompson, Cristiane C.; Rezende, Carlos E.; Paranhos, Rodolfo; Moura, Rodrigo L.; Salomon, Paulo S.; Thompson, Fabiano L.","Microbial and sponge loops modify fish production in phase-shifting coral reefs","Environmental Microbiology","","1462-2920","10.1111/1462-2920.12851","https://onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.12851","Shifts from coral to algae dominance of corals reefs have been correlated to fish biomass loss and increased microbial metabolism. Here we investigated reef benthic and planktonic primary production, benthic dissolved organic carbon (DOC) release and bacterial growth efficiency in the Abrolhos Bank, South Atlantic. Benthic DOC release rates are higher while water column bacterial growth efficiency is lower at impacted reefs. A trophic model based on the benthic and planktonic primary production was able to predict the observed relative fish biomass in healthy reefs. In contrast, in impacted reefs, the observed omnivorous fish biomass is higher, while that of the herbivorous/coralivorous fish is lower than predicted by the primary production-based model. Incorporating recycling of benthic-derived carbon in the model through microbial and sponge loops explains the difference and predicts the relative fish biomass in both reef types. Increased benthic carbon release rates and bacterial carbon metabolism, but decreased bacterial growth efficiency could lead to carbon losses through respiration and account for the uncoupling of benthic and fish production in phase-shifting reefs. Carbon recycling by microbial and sponge loops seems to promote an increase of small-bodied fish productivity in phase-shifting coral reefs.","2015","2024-02-26 08:53:00","2024-02-26 08:53:00","2024-02-26 08:53:00","3832-3846","","10","17","","","","","","","","","","en","© 2015 Society for Applied Microbiology and John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.12851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6ZNT4RU","journalArticle","2014","Coutinho, Felipe H.; Silveira, Cynthia B.; Pinto, Leonardo H.; Salloto, Gigliola R. B.; Cardoso, Alexander M.; Martins, Orlando B.; Vieira, Ricardo P.; Clementino, Maysa M.","Antibiotic Resistance is Widespread in Urban Aquatic Environments of Rio de Janeiro, Brazil","Microbial Ecology","","1432-184X","10.1007/s00248-014-0422-5","https://doi.org/10.1007/s00248-014-0422-5","Bacterial resistance to antibiotics has become a public health issue. Over the years, pathogenic organisms with resistance traits have been studied due to the threat they pose to human well-being. However, several studies raised awareness to the often disregarded importance of environmental bacteria as sources of resistance mechanisms. In this work, we analyze the diversity of antibiotic-resistant bacteria occurring in aquatic environments of the state of Rio de Janeiro, Brazil, that are subjected to distinct degrees of anthropogenic impacts. We access the diversity of aquatic bacteria capable of growing in increasing ampicillin concentrations through 16S rRNA gene libraries. This analysis is complemented by the characterization of antibiotic resistance profiles of isolates obtained from urban aquatic environments. We detect communities capable of tolerating antibiotic concentrations up to 600 times higher than the clinical levels. Among the resistant organisms are included potentially pathogenic species, some of them classified as multiresistant. Our results extend the knowledge of the diversity of antibiotic resistance among environmental microorganisms and provide evidence that the diversity of drug-resistant bacteria in aquatic habitats can be influenced by pollution.","2014-10-01","2024-02-26 08:53:13","2024-02-26 08:53:13","2024-02-26 08:53:13","441-452","","3","68","","Microb Ecol","","","","","","","","en","","","","","Springer Link","","","","","","","Antibiotic Resistance Profile; Environmental Bacterium; Lagoon System; Mangrove System; Principal Coordinate Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"866JHNH7","journalArticle","2014","Cavalcanti, Giselle S.; Gregoracci, Gustavo B.; dos Santos, Eidy O.; Silveira, Cynthia B.; Meirelles, Pedro M.; Longo, Leila; Gotoh, Kazuyoshi; Nakamura, Shota; Iida, Tetsuya; Sawabe, Tomoo; Rezende, Carlos E.; Francini-Filho, Ronaldo B.; Moura, Rodrigo L.; Amado-Filho, Gilberto M.; Thompson, Fabiano L.","Physiologic and metagenomic attributes of the rhodoliths forming the largest CaCO3 bed in the South Atlantic Ocean","The ISME Journal","","1751-7370","10.1038/ismej.2013.133","https://www.nature.com/articles/ismej2013133","Rhodoliths are free-living coralline algae (Rhodophyta, Corallinales) that are ecologically important for the functioning of marine environments. They form extensive beds distributed worldwide, providing a habitat and nursery for benthic organisms and space for fisheries, and are an important source of calcium carbonate. The Abrolhos Bank, off eastern Brazil, harbors the world’s largest continuous rhodolith bed (of ∼21 000 km2) and has one of the largest marine CaCO3 deposits (producing 25 megatons of CaCO3 per year). Nevertheless, there is a lack of information about the microbial diversity, photosynthetic potential and ecological interactions within the rhodolith holobiont. Herein, we performed an ecophysiologic and metagenomic analysis of the Abrolhos rhodoliths to understand their microbial composition and functional components. Rhodoliths contained a specific microbiome that displayed a significant enrichment in aerobic ammonia-oxidizing betaproteobacteria and dissimilative sulfate-reducing deltaproteobacteria. We also observed a significant contribution of bacterial guilds (that is, photolithoautotrophs, anaerobic heterotrophs, sulfide oxidizers, anoxygenic phototrophs and methanogens) in the rhodolith metagenome, suggested to have important roles in biomineralization. The increased hits in aromatic compounds, fatty acid and secondary metabolism subsystems hint at an important chemically mediated interaction in which a functional job partition among eukaryal, archaeal and bacterial groups allows the rhodolith holobiont to thrive in the global ocean. High rates of photosynthesis were measured for Abrolhos rhodoliths (52.16 μmol carbon m−2s−1), allowing the entire Abrolhos rhodolith bed to produce 5.65 × 105 tons C per day. This estimate illustrates the great importance of the Abrolhos rhodolith beds for dissolved carbon production in the South Atlantic Ocean.","2014-01","2024-02-26 08:55:25","2024-02-26 08:55:25","2024-02-26 08:55:25","52-62","","1","8","","ISME J","","","","","","","","en","2014 International Society for Microbial Ecology","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/home/abelardoacm/Zotero/storage/MFFJK7VM/Cavalcanti et al. - 2014 - Physiologic and metagenomic attributes of the rhod.pdf","","","Biooceanography; Metagenomics; Microbial ecology; Physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXG8IMVA","journalArticle","2013","Bertino-Grimaldi, Danielle; Medeiros, Marcelo N.; Vieira, Ricardo P.; Cardoso, Alexander M.; Turque, Aline S.; Silveira, Cynthia B.; Albano, Rodolpho M.; Bressan-Nascimento, Suzete; Garcia, Elói S.; de Souza, Wanderley; Martins, Orlando B.; Machado, Ednildo A.","Bacterial community composition shifts in the gut of Periplaneta americana fed on different lignocellulosic materials","SpringerPlus","","2193-1801","10.1186/2193-1801-2-609","https://doi.org/10.1186/2193-1801-2-609","Cockroaches are omnivorous animals that can incorporate in their diets food of different composition, including lignocellulosic materials. Digestion of these compounds is achieved by the insect’s own enzymes and also by enzymes produced by gut symbiont. However, the influence of diet with different fiber contents on gut bacterial communities and how this affects the digestion of cockroaches is still unclear. The presence of some bacterial phyla on gut tract suggests that cockroaches could be an interesting model to study the organization of gut bacterial communities during digestion of different lignocellulosic diets. Knowledge about the changes in diversity of gut associated bacterial communities of insects exposed to such diets could give interesting insights on how to improve hemicellulose and cellulose breakdown systems.","2013-11-15","2024-02-26 08:55:40","2024-02-26 08:55:40","2024-02-26 08:55:40","609","","1","2","","SpringerPlus","","","","","","","","","","","","","BioMed Central","","","","/home/abelardoacm/Zotero/storage/H6UNEBDL/Bertino-Grimaldi et al. - 2013 - Bacterial community composition shifts in the gut .pdf","","","16S; Bagasse; Microbiota; Periplaneta; Sugarcane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YSTVS29","journalArticle","2013","Silveira, Cynthia B.; Cardoso, Alexander M.; Coutinho, Felipe H.; Lima, Joyce L.; Pinto, Leonardo H.; Albano, Rodolpho M.; Clementino, Maysa M.; Martins, Orlando B.; Vieira, Ricardo P.","Tropical Aquatic Archaea Show Environment-Specific Community Composition","PLOS ONE","","1932-6203","10.1371/journal.pone.0076321","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0076321","The Archaea domain is ubiquitously distributed and extremely diverse, however, environmental factors that shape archaeal community structure are not well known. Aquatic environments, including the water column and sediments harbor many new uncultured archaeal species from which metabolic and ecological roles remain elusive. Some environments are especially neglected in terms of archaeal diversity, as is the case of pristine tropical areas. Here we investigate the archaeal composition in marine and freshwater systems from Ilha Grande, a South Atlantic tropical environment. All sampled habitats showed high archaeal diversity. No OTUs were shared between freshwater, marine and mangrove sediment samples, yet these environments are interconnected and geographically close, indicating environment-specific community structuring. Group II Euryarchaeota was the main clade in marine samples, while the new putative phylum Thaumarchaeota and LDS/RCV Euryarchaeota dominated freshwaters. Group III Euryarchaeota, a rare clade, was also retrieved in reasonable abundance in marine samples. The archaeal community from mangrove sediments was composed mainly by members of mesophilic Crenarchaeota and by a distinct clade forming a sister-group to Crenarchaeota and Thaumarchaeota. Our results show strong environment-specific community structuring in tropical aquatic Archaea, as previously seen for Bacteria.","2013-09-25","2024-02-26 08:55:57","2024-02-26 08:55:57","2024-02-26 08:55:57","e76321","","9","8","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/home/abelardoacm/Zotero/storage/MJFXTA7G/Silveira et al. - 2013 - Tropical Aquatic Archaea Show Environment-Specific.pdf","","","Archaea; Archaean biology; Fresh water; Mangrove swamps; Marine environments; Phylogenetic analysis; Sea water; Sediment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNTK9TIY","journalArticle","2013","Lins-de-Barros, Monica M.; Cardoso, Alexander M.; Silveira, Cynthia B.; Lima, Joyce L.; Clementino, Maysa M.; Martins, Orlando B.; Albano, Rodolpho M.; Vieira, Ricardo P.","Microbial Community Compositional Shifts in Bleached Colonies of the Brazilian Reef-Building Coral Siderastrea stellata","Microbial Ecology","","1432-184X","10.1007/s00248-012-0095-x","https://doi.org/10.1007/s00248-012-0095-x","The association of metazoan, protist, and microbial communities with Scleractinian corals forms the basis of the coral holobiont. Coral bleaching events have been occurring around the world, introducing changes in the delicate balance of the holobiont symbiotic interactions. In this study, Archaea, bacteria, and eukaryotic phototrophic plastids of bleached colonies of the Brazilian coral Siderastrea stellata were analyzed for the first time, using 16S rRNA gene libraries. Prokaryotic communities were slightly more diverse in healthy than in bleached corals. However, the eukaryotic phototrophic plastids community was more diverse in bleached corals. Archaea phylogenetic analyses revealed a high percentage of Crenarchaeota sequences, mainly related to Nitrosopumilusmaritimus and Cenarchaeum symbiosum. Dramatic changes in bacterial community composition were observed in this bleaching episode. The dominant bacterial group was Alphaproteobacteria followed by Gammaproteobacteria in bleached and Betaproteobacteria in healthy samples. Plastid operational taxonomic units (OTUs) from both coral samples were mainly related to red algae chloroplasts (Florideophycea), but we also observed some OTUs related to green algae chloroplasts (Chlorophyta). There seems to be a strong relationship between the Bacillariophyta phylum and our bleached coral samples as clones related to members of the diatom genera Amphora and Nitzschia were detected. The present study reveals information from a poorly investigated coral species and improves the knowledge of coral microbial community shifts that could occur during bleaching episodes.","2013-01-01","2024-02-26 08:56:36","2024-02-26 08:56:36","2024-02-26 08:56:36","205-213","","1","65","","Microb Ecol","","","","","","","","en","","","","","Springer Link","","","","","","","Archaea; Archaeal Community; Bleached Coral; Healthy Coral; Microbial Community","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CN6NPM7","journalArticle","2011","Silveira, Cynthia B.; Vieira, Ricardo P.; Cardoso, Alexander M.; Paranhos, Rodolfo; Albano, Rodolpho M.; Martins, Orlando B.","Influence of Salinity on Bacterioplankton Communities from the Brazilian Rain Forest to the Coastal Atlantic Ocean","PLOS ONE","","1932-6203","10.1371/journal.pone.0017789","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0017789","Background Planktonic bacteria are recognized as important drivers of biogeochemical processes in all aquatic ecosystems, however, the taxa that make up these communities are poorly known. The aim of this study was to investigate bacterial communities in aquatic ecosystems at Ilha Grande, Rio de Janeiro, Brazil, a preserved insular environment of the Atlantic rain forest and how they correlate with a salinity gradient going from terrestrial aquatic habitats to the coastal Atlantic Ocean. Methodology/Principal Findings We analyzed chemical and microbiological parameters of water samples and constructed 16S rRNA gene libraries of free living bacteria obtained at three marine (two coastal and one offshore) and three freshwater (water spring, river, and mangrove) environments. A total of 836 sequences were analyzed by MOTHUR, yielding 269 freshwater and 219 marine operational taxonomic units (OTUs) grouped at 97% stringency. Richness and diversity indexes indicated that freshwater environments were the most diverse, especially the water spring. The main bacterial group in freshwater environments was Betaproteobacteria (43.5%), whereas Cyanobacteria (30.5%), Alphaproteobacteria (25.5%), and Gammaproteobacteria (26.3%) dominated the marine ones. Venn diagram showed no overlap between marine and freshwater OTUs at 97% stringency. LIBSHUFF statistics and PCA analysis revealed marked differences between the freshwater and marine libraries suggesting the importance of salinity as a driver of community composition in this habitat. The phylogenetic analysis of marine and freshwater libraries showed that the differences in community composition are consistent. Conclusions/Significance Our data supports the notion that a divergent evolutionary scenario is driving community composition in the studied habitats. This work also improves the comprehension of microbial community dynamics in tropical waters and how they are structured in relation to physicochemical parameters. Furthermore, this paper reveals for the first time the pristine bacterioplankton communities in a tropical island at the South Atlantic Ocean.","2011-03-09","2024-02-26 08:57:13","2024-02-26 08:57:13","2024-02-26 08:57:13","e17789","","3","6","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/home/abelardoacm/Zotero/storage/PHWACCUG/Silveira et al. - 2011 - Influence of Salinity on Bacterioplankton Communit.pdf","","","Fresh water; Mangrove swamps; Marine bacteria; Marine environments; Phylogenetic analysis; Rivers; Salinity; Sea water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
